id,category,subcategory,question,answer,question_zh,answer_zh,question_en,answer_en,source_title,source_type,dataset_source,updated_at,language
public_zh_faq_0052,product,product_info,商品显示为“即将推出”但无法预购，我能下单吗？,如果商品标注为“即将推出”且未开放预购，您需要等待该商品正式上架并开放购买后才能下单。,商品显示为“即将推出”但无法预购，我能下单吗？,如果商品标注为“即将推出”且未开放预购，您需要等待该商品正式上架并开放购买后才能下单。,Can I order a product if it is listed as 'coming soon' and not available for pre-order?,"If a product is listed as 'coming soon' but not available for pre-order, you will need to wait until it is officially released and becomes available for purchase.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,MakTek/Customer_support_faqs_dataset,2026-07-01,zh
public_zh_faq_0053,product,product_info,你们的邮件订阅主要发些什么内容？,我们的邮件订阅会推送新品发布、专属优惠以及产品相关的实用技巧。您可以在我们官网进行订阅。,你们的邮件订阅主要发些什么内容？,我们的邮件订阅会推送新品发布、专属优惠以及产品相关的实用技巧。您可以在我们官网进行订阅。,What is your email newsletter about?,"Our email newsletter provides updates on new product releases, exclusive offers, and helpful tips related to our products. You can subscribe to our newsletter on our website.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,MakTek/Customer_support_faqs_dataset,2026-07-01,zh
public_zh_faq_0054,delivery,delivery_tracking,发货后多久能到？,配送时间因目的地和所选物流方式而异。标准配送通常需要3-5个工作日，而加急配送则可在1-2个工作日内送达。,发货后多久能到？,配送时间因目的地和所选物流方式而异。标准配送通常需要3-5个工作日，而加急配送则可在1-2个工作日内送达。,How long does shipping take?,"Shipping times vary depending on the destination and the shipping method chosen. Standard shipping usually takes 3-5 business days, while express shipping can take 1-2 business days.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,MakTek/Customer_support_faqs_dataset,2026-07-01,zh
public_zh_faq_0055,delivery,delivery_tracking,你们支持国际配送吗？,是的，我们支持向部分国家/地区提供国际配送服务。具体配送范围及运费将在结算时根据您的收货地址自动计算。,你们支持国际配送吗？,是的，我们支持向部分国家/地区提供国际配送服务。具体配送范围及运费将在结算时根据您的收货地址自动计算。,Do you offer international shipping?,"Yes, we offer international shipping to select countries. The availability and shipping costs will be calculated during the checkout process based on your location.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,MakTek/Customer_support_faqs_dataset,2026-07-01,zh
public_zh_faq_0056,return,return_policy,没有原始小票还能退货吗？,虽然建议您提供原始小票以便退货，但即使没有小票，我们也可以尝试为您处理。请联系我们的客服团队获取进一步指导。,没有原始小票还能退货吗？,虽然建议您提供原始小票以便退货，但即使没有小票，我们也可以尝试为您处理。请联系我们的客服团队获取进一步指导。,Can I return a product if I no longer have the original receipt?,"While a receipt is preferred for returns, we may be able to assist you without it. Please contact our customer support team for further guidance.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,MakTek/Customer_support_faqs_dataset,2026-07-01,zh
public_zh_faq_0057,refund,refund_policy,如果商品是作为礼物购买的，可以退货吗？,可以，作为礼物购买的商品也支持退货。但退款通常会退回到原购买时使用的支付账户。,如果商品是作为礼物购买的，可以退货吗？,可以，作为礼物购买的商品也支持退货。但退款通常会退回到原购买时使用的支付账户。,Can I return a product if it was purchased as a gift?,"Yes, you can return a product purchased as a gift. However, refunds will typically be issued to the original payment method used for the purchase.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,MakTek/Customer_support_faqs_dataset,2026-07-01,zh
public_zh_faq_0058,refund,refund_policy,买完东西后降价了，能申请退款吗？,如果您购买的商品在7天内降价，您可能符合价格调整条件。请联系我们的客服团队并提供订单详情。,买完东西后降价了，能申请退款吗？,如果您购买的商品在7天内降价，您可能符合价格调整条件。请联系我们的客服团队并提供订单详情。,Can I request a refund if the price drops after my purchase?,"If the price of a product drops within 7 days of your purchase, you may be eligible for a price adjustment. Please contact our customer support team with your order details.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,MakTek/Customer_support_faqs_dataset,2026-07-01,zh
public_zh_faq_0059,general,general_support,怎么联系客服？,您可以通过电话 [电话号码] 或发送邮件至 [邮箱地址] 联系我们的客服团队。工作时间为 [工作时间]，我们将随时为您解答疑问或处理问题。,怎么联系客服？,您可以通过电话 [电话号码] 或发送邮件至 [邮箱地址] 联系我们的客服团队。工作时间为 [工作时间]，我们将随时为您解答疑问或处理问题。,How can I contact customer support?,You can contact our customer support team by phone at [phone number] or by email at [email address]. Our team is available [working hours] to assist you with any inquiries or issues you may have.,MakTek Customer Support FAQs Dataset,public_huggingface_dataset,MakTek/Customer_support_faqs_dataset,2026-07-01,zh
public_zh_faq_0060,general,general_support,下单后还能修改订单吗？,如需修改订单，请尽快联系我们的客服团队。若订单尚未处理，我们会尽力为您调整。,下单后还能修改订单吗？,如需修改订单，请尽快联系我们的客服团队。若订单尚未处理，我们会尽力为您调整。,Can I change my order after it has been placed?,"If you need to change your order, please contact our customer support team as soon as possible. We will do our best to accommodate your request if the order has not been processed yet.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,MakTek/Customer_support_faqs_dataset,2026-07-01,zh
public_zh_faq_0061,return,return_policy,我收到的商品不对怎么办？,如果您收到的商品与订单不符，请立即联系我们的客服团队。我们将为您重新寄送正确的商品，并协助您退回错误的商品。,我收到的商品不对怎么办？,如果您收到的商品与订单不符，请立即联系我们的客服团队。我们将为您重新寄送正确的商品，并协助您退回错误的商品。,What should I do if I receive the wrong item?,"If you receive the wrong item in your order, please contact our customer support team immediately. We will arrange for the correct item to be shipped to you and assist with returning the wrong item.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,MakTek/Customer_support_faqs_dataset,2026-07-01,zh
public_zh_faq_0062,product,product_info,缺货的商品可以申请补货吗？,我们会尽量为热门商品安排补货。建议您开启商品到货通知，以便在商品重新上架时第一时间获知。,缺货的商品可以申请补货吗？,我们会尽量为热门商品安排补货。建议您开启商品到货通知，以便在商品重新上架时第一时间获知。,Can I request a product that is currently out of stock to be restocked?,We strive to restock popular products whenever possible. Please sign up for product notifications to be informed when the item becomes available again.,MakTek Customer Support FAQs Dataset,public_huggingface_dataset,MakTek/Customer_support_faqs_dataset,2026-07-01,zh
public_zh_faq_0063,product,product_info,商品显示为“缺货待补”时还能下单吗？,显示“缺货待补”的商品暂时无货，但您仍可正常下单。待商品补货到库后，我们会尽快为您安排发货。,商品显示为“缺货待补”时还能下单吗？,显示“缺货待补”的商品暂时无货，但您仍可正常下单。待商品补货到库后，我们会尽快为您安排发货。,Can I order a product if it is listed as 'backordered'?,Products listed as 'backordered' are temporarily out of stock but can still be ordered. Your order will be fulfilled once the product is restocked.,MakTek Customer Support FAQs Dataset,public_huggingface_dataset,MakTek/Customer_support_faqs_dataset,2026-07-01,zh
public_zh_faq_0064,coupon,coupon_rule,一个订单能用多个优惠码吗？,通常情况下，每个订单只能使用一个优惠码。在结算时，请在指定输入框中输入优惠码，即可享受折扣。,一个订单能用多个优惠码吗？,通常情况下，每个订单只能使用一个优惠码。在结算时，请在指定输入框中输入优惠码，即可享受折扣。,Can I use multiple promo codes on a single order?,"Usually, only one promo code can be applied per order. During the checkout process, enter the promo code in the designated field to apply the discount to your order.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,MakTek/Customer_support_faqs_dataset,2026-07-01,zh
public_zh_faq_0065,account,account_security,怎么注册账号？,请点击网站右上角的“注册”按钮，然后按照提示完成注册流程即可。,怎么注册账号？,请点击网站右上角的“注册”按钮，然后按照提示完成注册流程即可。,How can I create an account?,"To create an account, click on the 'Sign Up' button on the top right corner of our website and follow the instructions to complete the registration process.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,MakTek/Customer_support_faqs_dataset,2026-07-01,zh
public_zh_faq_0066,product,product_info,你们有满意保证吗？,是的，我们为产品提供满意保证。如果您对购买不满意，请联系我们的客服团队获取帮助。,你们有满意保证吗？,是的，我们为产品提供满意保证。如果您对购买不满意，请联系我们的客服团队获取帮助。,Do you offer a satisfaction guarantee?,"Yes, we offer a satisfaction guarantee on our products. If you are not satisfied with your purchase, please contact our customer support team for assistance.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,MakTek/Customer_support_faqs_dataset,2026-07-01,zh
public_zh_faq_0067,return,return_policy,如果产品是因为我使用不当损坏的，还能退货吗？,我们的退货政策通常只覆盖到货时即有缺陷或损坏的产品。因使用不当造成的损坏可能不符合退货条件。如需进一步协助，请联系我们的客服团队。,如果产品是因为我使用不当损坏的，还能退货吗？,我们的退货政策通常只覆盖到货时即有缺陷或损坏的产品。因使用不当造成的损坏可能不符合退货条件。如需进一步协助，请联系我们的客服团队。,Can I return a product if it was damaged due to improper use?,Our return policy generally covers products that are defective or damaged upon arrival. Damage due to improper use may not be eligible for a return. Please contact our customer support team for assistance.,MakTek Customer Support FAQs Dataset,public_huggingface_dataset,MakTek/Customer_support_faqs_dataset,2026-07-01,zh
public_zh_faq_0068,account,account_security,怎么取消订阅你们的邮件通知？,您可以通过点击我们任何一封邮件底部的“取消订阅”链接，或在您的账户设置中更新偏好设置来取消订阅。,怎么取消订阅你们的邮件通知？,您可以通过点击我们任何一封邮件底部的“取消订阅”链接，或在您的账户设置中更新偏好设置来取消订阅。,How do I unsubscribe from your newsletter?,"To unsubscribe from our newsletter, click on the 'Unsubscribe' link at the bottom of any of our newsletter emails or update your preferences in your account settings.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,MakTek/Customer_support_faqs_dataset,2026-07-01,zh
public_zh_faq_0069,product,product_info,商品显示为‘即将上市’但可以预购，我能下单吗？,如果商品标注为‘即将上市’并开放预购，您可以提前下单锁定该商品，待正式发售后再安排发货。,商品显示为‘即将上市’但可以预购，我能下单吗？,如果商品标注为‘即将上市’并开放预购，您可以提前下单锁定该商品，待正式发售后再安排发货。,Can I order a product if it is listed as 'coming soon' but available for pre-order?,"If a product is listed as 'coming soon' and available for pre-order, you can place an order to secure your item before it becomes available.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,MakTek/Customer_support_faqs_dataset,2026-07-01,zh
public_zh_faq_0070,return,return_policy,我不想要了，能退货吗？,可以的，如果您改变主意，可以申请退货。请确保商品保持原状且包装完好，并参照我们的退货政策进行操作。,我不想要了，能退货吗？,可以的，如果您改变主意，可以申请退货。请确保商品保持原状且包装完好，并参照我们的退货政策进行操作。,Can I return a product if I changed my mind?,"Yes, you can return a product if you changed your mind. Please ensure the product is in its original condition and packaging, and refer to our return policy for instructions.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,MakTek/Customer_support_faqs_dataset,2026-07-01,zh
public_zh_faq_0071,refund,refund_policy,促销活动期间买的商品能退货吗？,可以退货。退款金额将按您实际支付的折扣后金额计算。,促销活动期间买的商品能退货吗？,可以退货。退款金额将按您实际支付的折扣后金额计算。,Can I return a product if it was purchased during a promotional event?,"Yes, you can return a product purchased during a promotional event. The refund will be processed based on the amount paid after any applicable discounts.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,MakTek/Customer_support_faqs_dataset,2026-07-01,zh
public_zh_faq_0072,product,product_info,如果你们网站上没有我想要的产品，可以申请上架吗？,如果产品未在网站上列出，可能暂时无法购买。建议您浏览现有商品，或联系我们的客服团队获取进一步帮助。,如果你们网站上没有我想要的产品，可以申请上架吗？,如果产品未在网站上列出，可能暂时无法购买。建议您浏览现有商品，或联系我们的客服团队获取进一步帮助。,Can I request a product if it is not listed on your website?,"If a product is not listed on our website, it may not be available for purchase. We recommend exploring the available products or contacting our customer support team for further assistance.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,MakTek/Customer_support_faqs_dataset,2026-07-01,zh
public_zh_faq_0073,refund,refund_policy,特价清仓商品能退货吗？,特价清仓商品通常不支持退换或退款。请查看商品描述或联系我们的客服团队，确认具体商品的退货资格。,特价清仓商品能退货吗？,特价清仓商品通常不支持退换或退款。请查看商品描述或联系我们的客服团队，确认具体商品的退货资格。,Can I return a product if it was a final sale item?,Final sale items are usually non-returnable and non-refundable. Please review the product description or contact our customer support team to confirm the return eligibility for specific items.,MakTek Customer Support FAQs Dataset,public_huggingface_dataset,MakTek/Customer_support_faqs_dataset,2026-07-01,zh
public_zh_faq_0074,delivery,delivery_tracking,我可以把商品作为礼物下单吗？,可以。您可以将商品作为礼物下单，并直接寄送给收件人。在结算过程中，您可以填写收件人的收货地址。,我可以把商品作为礼物下单吗？,可以。您可以将商品作为礼物下单，并直接寄送给收件人。在结算过程中，您可以填写收件人的收货地址。,Can I order a product as a gift?,"Yes, you can order a product as a gift and have it shipped directly to the recipient. During the checkout process, you can enter the recipient's shipping address.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,MakTek/Customer_support_faqs_dataset,2026-07-01,zh
public_zh_faq_0075,account,account_security,怎么重置密码？,请在登录页面点击“忘记密码”链接，然后按照提示操作即可重置密码。,怎么重置密码？,请在登录页面点击“忘记密码”链接，然后按照提示操作即可重置密码。,How can I reset my password?,"To reset your password, click on the 'Forgot Password' link on the login page and follow the instructions to reset your password.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,MakTek/Customer_support_faqs_dataset,2026-07-01,zh
public_zh_faq_0076,general,general_support,请问怎么申请你们公司的工作？,请访问我们的招聘页面，查看当前职位空缺并提交您的申请。,请问怎么申请你们公司的工作？,请访问我们的招聘页面，查看当前职位空缺并提交您的申请。,How can I apply for a job at your company?,"To apply for a job at our company, visit our Careers page, where you can find current job openings and submit your application.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,MakTek/Customer_support_faqs_dataset,2026-07-01,zh
public_zh_faq_0077,general,general_support,订单还能取消吗？,如果您的订单尚未发货，可以申请取消。请提供订单详情联系我们的客服团队，我们将协助您完成取消流程。,订单还能取消吗？,如果您的订单尚未发货，可以申请取消。请提供订单详情联系我们的客服团队，我们将协助您完成取消流程。,Can I cancel my order?,"You can cancel your order if it has not been shipped yet. Please contact our customer support team with your order details, and we will assist you with the cancellation process.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,MakTek/Customer_support_faqs_dataset,2026-07-01,zh
public_zh_faq_0078,refund,refund_policy,用优惠券买的商品能退货吗？,可以退货。退款金额将按您实际支付的折扣后金额计算。,用优惠券买的商品能退货吗？,可以退货。退款金额将按您实际支付的折扣后金额计算。,Can I return a product if it was purchased with a discount code?,"Yes, you can return a product purchased with a discount code. The refund will be processed based on the amount paid after the discount.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,MakTek/Customer_support_faqs_dataset,2026-07-01,zh
public_zh_faq_0079,refund,refund_policy,用促销礼品卡买的商品能退货吗？,可以退货。退款将以店铺余额或新礼品卡的形式返还给您。,用促销礼品卡买的商品能退货吗？,可以退货。退款将以店铺余额或新礼品卡的形式返还给您。,Can I return a product if it was purchased with a promotional gift card?,"Yes, you can return a product purchased with a promotional gift card. The refund will be issued in the form of store credit or a new gift card.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,MakTek/Customer_support_faqs_dataset,2026-07-01,zh
public_zh_faq_0080,product,product_info,你们有价格匹配政策吗？,我们提供价格匹配服务，如果发现竞争对手网站上同款商品价格更低，我们将匹配该价格。请联系我们的客服团队，提供商品详情及竞争对手的报价信息。,你们有价格匹配政策吗？,我们提供价格匹配服务，如果发现竞争对手网站上同款商品价格更低，我们将匹配该价格。请联系我们的客服团队，提供商品详情及竞争对手的报价信息。,What is your price matching policy?,We have a price matching policy where we will match the price of an identical product found on a competitor's website. Please contact our customer support team with the details of the product and the competitor's offer.,MakTek Customer Support FAQs Dataset,public_huggingface_dataset,MakTek/Customer_support_faqs_dataset,2026-07-01,zh
public_zh_faq_0081,return,return_policy,商品在运输过程中因操作不当损坏了，能退货吗？,如果您的商品因运输过程中的操作不当而损坏，请立即联系我们的客服团队。我们将协助您完成退货和换货的必要流程。,商品在运输过程中因操作不当损坏了，能退货吗？,如果您的商品因运输过程中的操作不当而损坏，请立即联系我们的客服团队。我们将协助您完成退货和换货的必要流程。,Can I return a product if it was damaged due to mishandling during shipping?,"If your product was damaged due to mishandling during shipping, please contact our customer support team immediately. We will assist you with the necessary steps for return and replacement.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,MakTek/Customer_support_faqs_dataset,2026-07-01,zh
public_zh_faq_0082,payment,payment_issue,我的个人信息和支付信息安全吗？,是的，我们非常重视您个人信息和支付信息的安全。我们采用行业标准的加密技术，并遵循严格的安全协议，确保您的信息得到充分保护。,我的个人信息和支付信息安全吗？,是的，我们非常重视您个人信息和支付信息的安全。我们采用行业标准的加密技术，并遵循严格的安全协议，确保您的信息得到充分保护。,Are my personal and payment details secure?,"Yes, we take the security of your personal and payment details seriously. We use industry-standard encryption and follow strict security protocols to ensure your information is protected.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,MakTek/Customer_support_faqs_dataset,2026-07-01,zh
public_zh_faq_0083,coupon,coupon_rule,你们有批量或批发折扣吗？,是的，我们针对部分产品提供批量或批发折扣。如需了解更多详情并讨论您的具体需求，请联系我们的客服团队或访问批发页面。,你们有批量或批发折扣吗？,是的，我们针对部分产品提供批量或批发折扣。如需了解更多详情并讨论您的具体需求，请联系我们的客服团队或访问批发页面。,Do you offer bulk or wholesale discounts?,"Yes, we offer bulk or wholesale discounts for certain products. Please contact our customer support team or visit our Wholesale page for more information and to discuss your specific requirements.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,MakTek/Customer_support_faqs_dataset,2026-07-01,zh
public_zh_faq_0084,coupon,coupon_rule,我的优惠码用不了怎么办？,如果您的优惠码无法使用，请先核对一下该优惠码的使用条件和限制。如果问题仍然存在，请联系我们的客服团队，我们会帮您处理。,我的优惠码用不了怎么办？,如果您的优惠码无法使用，请先核对一下该优惠码的使用条件和限制。如果问题仍然存在，请联系我们的客服团队，我们会帮您处理。,What should I do if my discount code is not working?,"If your discount code is not working, please double-check the terms and conditions associated with the code. If the issue persists, contact our customer support team for assistance.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,MakTek/Customer_support_faqs_dataset,2026-07-01,zh
public_zh_faq_0085,product,product_info,已经停产的商品还能下单购买吗？,停产商品已不再销售，建议您在我们的网站上查看其他替代产品。,已经停产的商品还能下单购买吗？,停产商品已不再销售，建议您在我们的网站上查看其他替代产品。,Can I order a product that is discontinued?,Discontinued products are no longer available for purchase. We recommend exploring alternative products on our website.,MakTek Customer Support FAQs Dataset,public_huggingface_dataset,MakTek/Customer_support_faqs_dataset,2026-07-01,zh
public_zh_faq_0086,product,product_info,购买前可以申请产品演示吗？,目前我们不提供购买前的产品演示服务。不过，您可以在我们网站上查看详细的产品描述、规格参数以及客户评价。,购买前可以申请产品演示吗？,目前我们不提供购买前的产品演示服务。不过，您可以在我们网站上查看详细的产品描述、规格参数以及客户评价。,Can I request a product demonstration before making a purchase?,"We do not currently offer product demonstrations before purchase. However, you can find detailed product descriptions, specifications, and customer reviews on our website.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,MakTek/Customer_support_faqs_dataset,2026-07-01,zh
public_zh_faq_0087,refund,refund_policy,你们的退货政策是什么？,我们的退货政策支持在购买后30天内退回商品，只要商品保持原状且包装完好，即可获得全额退款。具体操作步骤请参考我们的退货页面。,你们的退货政策是什么？,我们的退货政策支持在购买后30天内退回商品，只要商品保持原状且包装完好，即可获得全额退款。具体操作步骤请参考我们的退货页面。,What is your return policy?,"Our return policy allows you to return products within 30 days of purchase for a full refund, provided they are in their original condition and packaging. Please refer to our Returns page for detailed instructions.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,MakTek/Customer_support_faqs_dataset,2026-07-01,zh
public_zh_faq_0088,product,product_info,你们的价格保护政策是怎样的？,如果您购买的商品在订单完成后7天内降价，我们可以为您提供一次价格调整。请联系我们的客服团队，并提供订单详情以申请差价补偿。,你们的价格保护政策是怎样的？,如果您购买的商品在订单完成后7天内降价，我们可以为您提供一次价格调整。请联系我们的客服团队，并提供订单详情以申请差价补偿。,What is your price adjustment policy?,"If a product you purchased goes on sale within 7 days of your purchase, we offer a one-time price adjustment. Please contact our customer support team with your order details to request the adjustment.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,MakTek/Customer_support_faqs_dataset,2026-07-01,zh
public_zh_faq_0089,privacy,privacy_security,你们的隐私政策是什么？,我们的隐私政策说明了我们如何收集、使用和保护您的个人信息。详细信息请访问我们的隐私政策页面。,你们的隐私政策是什么？,我们的隐私政策说明了我们如何收集、使用和保护您的个人信息。详细信息请访问我们的隐私政策页面。,What is your privacy policy?,"Our privacy policy outlines how we collect, use, and protect your personal information. Please visit our Privacy Policy page for detailed information.",MakTek Customer Support FAQs Dataset,public_huggingface_dataset,MakTek/Customer_support_faqs_dataset,2026-07-01,zh
